Sport,Event,Market,Outcome,Bookmaker,Odds
EPL,Aston Villa vs Liverpool,h2h,Liverpool,DraftKings,120
EPL,Aston Villa vs Liverpool,h2h,Liverpool,FanDuel,115
EPL,Aston Villa vs Liverpool,h2h,Liverpool,theScore Bet,115
EPL,Aston Villa vs Liverpool,totals_3.5,Over,Bally Bet,116
EPL,Aston Villa vs Liverpool,totals_3.5,Over,BetMGM,120
EPL,Aston Villa vs Liverpool,totals_3.5,Under,Bally Bet,-148
EPL,Aston Villa vs Liverpool,totals_3.5,Under,BetMGM,-165
EPL,Brentford vs Crystal Palace,h2h,Brentford,Bally Bet,-152
EPL,Brentford vs Crystal Palace,h2h,Brentford,BetMGM,-135
EPL,Brentford vs Crystal Palace,h2h,Brentford,DraftKings,-140
EPL,Brentford vs Crystal Palace,h2h,Brentford,FanDuel,-155
EPL,Brentford vs Crystal Palace,h2h,Brentford,theScore Bet,-140
EPL,Brentford vs Crystal Palace,h2h,Crystal Palace,Bally Bet,350
EPL,Brentford vs Crystal Palace,h2h,Crystal Palace,BetMGM,333
EPL,Brentford vs Crystal Palace,h2h,Crystal Palace,DraftKings,320
EPL,Brentford vs Crystal Palace,h2h,Crystal Palace,FanDuel,340
EPL,Brentford vs Crystal Palace,h2h,Crystal Palace,theScore Bet,325
EPL,Brentford vs Crystal Palace,h2h,Draw,Bally Bet,340
EPL,Brentford vs Crystal Palace,h2h,Draw,BetMGM,290
EPL,Brentford vs Crystal Palace,h2h,Draw,DraftKings,320
EPL,Brentford vs Crystal Palace,h2h,Draw,FanDuel,310
EPL,Brentford vs Crystal Palace,h2h,Draw,theScore Bet,280
EPL,Brentford vs Crystal Palace,totals_2.5,Over,Bally Bet,-165
EPL,Brentford vs Crystal Palace,totals_2.5,Over,BetMGM,-155
EPL,Brentford vs Crystal Palace,totals_2.5,Under,Bally Bet,128
EPL,Brentford vs Crystal Palace,totals_2.5,Under,BetMGM,110
EPL,Everton vs Sunderland,h2h,Draw,Bally Bet,260
EPL,Everton vs Sunderland,h2h,Draw,BetMGM,270
EPL,Everton vs Sunderland,h2h,Draw,DraftKings,285
EPL,Everton vs Sunderland,h2h,Draw,FanDuel,260
EPL,Everton vs Sunderland,h2h,Draw,theScore Bet,260
EPL,Everton vs Sunderland,h2h,Everton,Bally Bet,-127
EPL,Everton vs Sunderland,h2h,Everton,BetMGM,-130
EPL,Everton vs Sunderland,h2h,Everton,DraftKings,-135
EPL,Everton vs Sunderland,h2h,Everton,FanDuel,-140
EPL,Everton vs Sunderland,h2h,Everton,theScore Bet,-130
EPL,Everton vs Sunderland,h2h,Sunderland,Bally Bet,360
EPL,Everton vs Sunderland,h2h,Sunderland,BetMGM,340
EPL,Everton vs Sunderland,h2h,Sunderland,DraftKings,350
EPL,Everton vs Sunderland,h2h,Sunderland,FanDuel,350
EPL,Everton vs Sunderland,h2h,Sunderland,theScore Bet,333
EPL,Everton vs Sunderland,totals_2.5,Over,Bally Bet,-109
EPL,Everton vs Sunderland,totals_2.5,Over,BetMGM,-115
EPL,Everton vs Sunderland,totals_2.5,Under,Bally Bet,-117
EPL,Everton vs Sunderland,totals_2.5,Under,BetMGM,-120
EPL,Leeds United vs Brighton and Hove Albion,h2h,Brighton and Hove Albion,Bally Bet,128
EPL,Leeds United vs Brighton and Hove Albion,h2h,Brighton and Hove Albion,BetMGM,125
EPL,Leeds United vs Brighton and Hove Albion,h2h,Brighton and Hove Albion,DraftKings,120
EPL,Leeds United vs Brighton and Hove Albion,h2h,Brighton and Hove Albion,FanDuel,115
EPL,Leeds United vs Brighton and Hove Albion,h2h,Brighton and Hove Albion,theScore Bet,120
EPL,Leeds United vs Brighton and Hove Albion,h2h,Draw,Bally Bet,255
EPL,Leeds United vs Brighton and Hove Albion,h2h,Draw,BetMGM,270
EPL,Leeds United vs Brighton and Hove Albion,h2h,Draw,DraftKings,260
EPL,Leeds United vs Brighton and Hove Albion,h2h,Draw,FanDuel,270
EPL,Leeds United vs Brighton and Hove Albion,h2h,Draw,theScore Bet,260
EPL,Leeds United vs Brighton and Hove Albion,h2h,Leeds United,Bally Bet,200
EPL,Leeds United vs Brighton and Hove Albion,h2h,Leeds United,BetMGM,195
EPL,Leeds United vs Brighton and Hove Albion,h2h,Leeds United,DraftKings,210
EPL,Leeds United vs Brighton and Hove Albion,h2h,Leeds United,FanDuel,200
EPL,Leeds United vs Brighton and Hove Albion,h2h,Leeds United,theScore Bet,195
EPL,Leeds United vs Brighton and Hove Albion,totals_2.5,Over,Bally Bet,-141
EPL,Leeds United vs Brighton and Hove Albion,totals_2.5,Over,BetMGM,-160
EPL,Leeds United vs Brighton and Hove Albion,totals_2.5,Under,Bally Bet,110
EPL,Leeds United vs Brighton and Hove Albion,totals_2.5,Under,BetMGM,115
EPL,Manchester City vs Crystal Palace,h2h,Crystal Palace,Bally Bet,1300
EPL,Manchester City vs Crystal Palace,h2h,Crystal Palace,BetMGM,1100
EPL,Manchester City vs Crystal Palace,h2h,Crystal Palace,DraftKings,1100
EPL,Manchester City vs Crystal Palace,h2h,Crystal Palace,FanDuel,1000
EPL,Manchester City vs Crystal Palace,h2h,Crystal Palace,theScore Bet,1000
EPL,Manchester City vs Crystal Palace,h2h,Draw,Bally Bet,575
EPL,Manchester City vs Crystal Palace,h2h,Draw,BetMGM,600
EPL,Manchester City vs Crystal Palace,h2h,Draw,DraftKings,650
EPL,Manchester City vs Crystal Palace,h2h,Draw,FanDuel,600
EPL,Manchester City vs Crystal Palace,h2h,Draw,theScore Bet,550
EPL,Manchester City vs Crystal Palace,h2h,Manchester City,Bally Bet,-500
EPL,Manchester City vs Crystal Palace,h2h,Manchester City,BetMGM,-450
EPL,Manchester City vs Crystal Palace,h2h,Manchester City,DraftKings,-500
EPL,Manchester City vs Crystal Palace,h2h,Manchester City,FanDuel,-600
EPL,Manchester City vs Crystal Palace,h2h,Manchester City,theScore Bet,-500
EPL,Manchester City vs Crystal Palace,totals_3.5,Over,Bally Bet,108
EPL,Manchester City vs Crystal Palace,totals_3.5,Over,BetMGM,105
EPL,Manchester City vs Crystal Palace,totals_3.5,Under,Bally Bet,-139
EPL,Manchester City vs Crystal Palace,totals_3.5,Under,BetMGM,-145
EPL,Manchester United vs Nottingham Forest,h2h,Draw,Bally Bet,340
EPL,Manchester United vs Nottingham Forest,h2h,Draw,BetMGM,280
EPL,Manchester United vs Nottingham Forest,h2h,Draw,DraftKings,320
EPL,Manchester United vs Nottingham Forest,h2h,Draw,FanDuel,310
EPL,Manchester United vs Nottingham Forest,h2h,Draw,theScore Bet,310
EPL,Manchester United vs Nottingham Forest,h2h,Manchester United,Bally Bet,-167
EPL,Manchester United vs Nottingham Forest,h2h,Manchester United,BetMGM,-175
EPL,Manchester United vs Nottingham Forest,h2h,Manchester United,DraftKings,-160
EPL,Manchester United vs Nottingham Forest,h2h,Manchester United,FanDuel,-170
EPL,Manchester United vs Nottingham Forest,h2h,Manchester United,theScore Bet,-170
EPL,Manchester United vs Nottingham Forest,h2h,Nottingham Forest,Bally Bet,390
EPL,Manchester United vs Nottingham Forest,h2h,Nottingham Forest,BetMGM,360
EPL,Manchester United vs Nottingham Forest,h2h,Nottingham Forest,DraftKings,380
EPL,Manchester United vs Nottingham Forest,h2h,Nottingham Forest,FanDuel,400
EPL,Manchester United vs Nottingham Forest,h2h,Nottingham Forest,theScore Bet,375
EPL,Manchester United vs Nottingham Forest,totals_2.5,Over,Bally Bet,-177
EPL,Manchester United vs Nottingham Forest,totals_2.5,Over,BetMGM,-175
EPL,Manchester United vs Nottingham Forest,totals_2.5,Under,Bally Bet,138
EPL,Manchester United vs Nottingham Forest,totals_2.5,Under,BetMGM,125
EPL,Newcastle United vs West Ham United,h2h,Draw,Bally Bet,285
EPL,Newcastle United vs West Ham United,h2h,Draw,BetMGM,280
EPL,Newcastle United vs West Ham United,h2h,Draw,DraftKings,275
EPL,Newcastle United vs West Ham United,h2h,Draw,FanDuel,290
EPL,Newcastle United vs West Ham United,h2h,Draw,theScore Bet,280
EPL,Newcastle United vs West Ham United,h2h,Newcastle United,Bally Bet,102
EPL,Newcastle United vs West Ham United,h2h,Newcastle United,BetMGM,100
EPL,Newcastle United vs West Ham United,h2h,Newcastle United,DraftKings,-105
EPL,Newcastle United vs West Ham United,h2h,Newcastle United,FanDuel,100
EPL,Newcastle United vs West Ham United,h2h,Newcastle United,theScore Bet,100
EPL,Newcastle United vs West Ham United,h2h,West Ham United,Bally Bet,235
EPL,Newcastle United vs West Ham United,h2h,West Ham United,BetMGM,240
EPL,Newcastle United vs West Ham United,h2h,West Ham United,DraftKings,255
EPL,Newcastle United vs West Ham United,h2h,West Ham United,FanDuel,220
EPL,Newcastle United vs West Ham United,h2h,West Ham United,theScore Bet,215
EPL,Newcastle United vs West Ham United,totals_3.5,Over,Bally Bet,123
EPL,Newcastle United vs West Ham United,totals_3.5,Over,BetMGM,115
EPL,Newcastle United vs West Ham United,totals_3.5,Under,Bally Bet,-157
EPL,Newcastle United vs West Ham United,totals_3.5,Under,BetMGM,-160
EPL,Tottenham Hotspur vs Leeds United,h2h,Draw,Bally Bet,285
EPL,Tottenham Hotspur vs Leeds United,h2h,Draw,BetMGM,290
EPL,Tottenham Hotspur vs Leeds United,h2h,Draw,DraftKings,290
EPL,Tottenham Hotspur vs Leeds United,h2h,Draw,FanDuel,290
EPL,Tottenham Hotspur vs Leeds United,h2h,Draw,theScore Bet,290
EPL,Tottenham Hotspur vs Leeds United,h2h,Leeds United,Bally Bet,325
EPL,Tottenham Hotspur vs Leeds United,h2h,Leeds United,BetMGM,310
EPL,Tottenham Hotspur vs Leeds United,h2h,Leeds United,DraftKings,320
EPL,Tottenham Hotspur vs Leeds United,h2h,Leeds United,FanDuel,330
EPL,Tottenham Hotspur vs Leeds United,h2h,Leeds United,theScore Bet,340
EPL,Tottenham Hotspur vs Leeds United,h2h,Tottenham Hotspur,Bally Bet,-127
EPL,Tottenham Hotspur vs Leeds United,h2h,Tottenham Hotspur,BetMGM,-130
EPL,Tottenham Hotspur vs Leeds United,h2h,Tottenham Hotspur,DraftKings,-125
EPL,Tottenham Hotspur vs Leeds United,h2h,Tottenham Hotspur,FanDuel,-130
EPL,Tottenham Hotspur vs Leeds United,h2h,Tottenham Hotspur,theScore Bet,-130
EPL,Tottenham Hotspur vs Leeds United,totals_2.5,Over,Bally Bet,-148
EPL,Tottenham Hotspur vs Leeds United,totals_2.5,Over,BetMGM,-145
EPL,Tottenham Hotspur vs Leeds United,totals_2.5,Under,Bally Bet,115
EPL,Tottenham Hotspur vs Leeds United,totals_2.5,Under,BetMGM,105
EPL,Wolverhampton Wanderers vs Fulham,h2h,Draw,Bally Bet,295
EPL,Wolverhampton Wanderers vs Fulham,h2h,Draw,BetMGM,275
EPL,Wolverhampton Wanderers vs Fulham,h2h,Draw,DraftKings,290
EPL,Wolverhampton Wanderers vs Fulham,h2h,Draw,FanDuel,280
EPL,Wolverhampton Wanderers vs Fulham,h2h,Draw,theScore Bet,270
EPL,Wolverhampton Wanderers vs Fulham,h2h,Fulham,Bally Bet,-109
EPL,Wolverhampton Wanderers vs Fulham,h2h,Fulham,BetMGM,-102
EPL,Wolverhampton Wanderers vs Fulham,h2h,Fulham,DraftKings,-105
EPL,Wolverhampton Wanderers vs Fulham,h2h,Fulham,FanDuel,-105
EPL,Wolverhampton Wanderers vs Fulham,h2h,Fulham,theScore Bet,-105
EPL,Wolverhampton Wanderers vs Fulham,h2h,Wolverhampton Wanderers,Bally Bet,255
EPL,Wolverhampton Wanderers vs Fulham,h2h,Wolverhampton Wanderers,BetMGM,250
EPL,Wolverhampton Wanderers vs Fulham,h2h,Wolverhampton Wanderers,DraftKings,245
EPL,Wolverhampton Wanderers vs Fulham,h2h,Wolverhampton Wanderers,FanDuel,250
EPL,Wolverhampton Wanderers vs Fulham,h2h,Wolverhampton Wanderers,theScore Bet,245
EPL,Wolverhampton Wanderers vs Fulham,totals_2.5,Over,Bally Bet,-148
EPL,Wolverhampton Wanderers vs Fulham,totals_2.5,Over,BetMGM,-150
EPL,Wolverhampton Wanderers vs Fulham,totals_2.5,Under,Bally Bet,116
EPL,Wolverhampton Wanderers vs Fulham,totals_2.5,Under,BetMGM,110
La Liga,Alavés vs Barcelona,h2h,Alavés,Bally Bet,220
La Liga,Alavés vs Barcelona,h2h,Alavés,DraftKings,210
La Liga,Alavés vs Barcelona,h2h,Alavés,FanDuel,210
La Liga,Alavés vs Barcelona,h2h,Alavés,theScore Bet,200
La Liga,Alavés vs Barcelona,h2h,Barcelona,Bally Bet,107
La Liga,Alavés vs Barcelona,h2h,Barcelona,DraftKings,120
La Liga,Alavés vs Barcelona,h2h,Barcelona,FanDuel,110
La Liga,Alavés vs Barcelona,h2h,Barcelona,theScore Bet,110
La Liga,Alavés vs Barcelona,h2h,Draw,Bally Bet,285
La Liga,Alavés vs Barcelona,h2h,Draw,DraftKings,275
La Liga,Alavés vs Barcelona,h2h,Draw,FanDuel,270
La Liga,Alavés vs Barcelona,h2h,Draw,theScore Bet,280
La Liga,Alavés vs Barcelona,totals_3.5,Over,Bally Bet,123
La Liga,Alavés vs Barcelona,totals_3.5,Under,Bally Bet,-159
La Liga,Athletic Bilbao vs Celta Vigo,h2h,Athletic Bilbao,DraftKings,-125
La Liga,Athletic Bilbao vs Celta Vigo,h2h,Athletic Bilbao,FanDuel,-140
La Liga,Athletic Bilbao vs Celta Vigo,h2h,Celta Vigo,DraftKings,330
La Liga,Athletic Bilbao vs Celta Vigo,h2h,Celta Vigo,FanDuel,340
La Liga,Athletic Bilbao vs Celta Vigo,h2h,Draw,DraftKings,270
La Liga,Athletic Bilbao vs Celta Vigo,h2h,Draw,FanDuel,270
La Liga,Atlético Madrid vs Girona,h2h,Atlético Madrid,DraftKings,-190
La Liga,Atlético Madrid vs Girona,h2h,Atlético Madrid,FanDuel,-210
La Liga,Atlético Madrid vs Girona,h2h,Draw,DraftKings,360
La Liga,Atlético Madrid vs Girona,h2h,Draw,FanDuel,340
La Liga,Atlético Madrid vs Girona,h2h,Girona,DraftKings,450
La Liga,Atlético Madrid vs Girona,h2h,Girona,FanDuel,450
La Liga,Barcelona vs Real Betis,h2h,Barcelona,DraftKings,-330
La Liga,Barcelona vs Real Betis,h2h,Barcelona,FanDuel,-360
La Liga,Barcelona vs Real Betis,h2h,Draw,DraftKings,500
La Liga,Barcelona vs Real Betis,h2h,Draw,FanDuel,490
La Liga,Barcelona vs Real Betis,h2h,Real Betis,DraftKings,650
La Liga,Barcelona vs Real Betis,h2h,Real Betis,FanDuel,700
La Liga,CA Osasuna vs Atlético Madrid,h2h,Atlético Madrid,Bally Bet,175
La Liga,CA Osasuna vs Atlético Madrid,h2h,Atlético Madrid,BetMGM,170
La Liga,CA Osasuna vs Atlético Madrid,h2h,Atlético Madrid,DraftKings,180
La Liga,CA Osasuna vs Atlético Madrid,h2h,Atlético Madrid,FanDuel,175
La Liga,CA Osasuna vs Atlético Madrid,h2h,Atlético Madrid,theScore Bet,170
La Liga,CA Osasuna vs Atlético Madrid,h2h,CA Osasuna,Bally Bet,148
La Liga,CA Osasuna vs Atlético Madrid,h2h,CA Osasuna,BetMGM,150
La Liga,CA Osasuna vs Atlético Madrid,h2h,CA Osasuna,DraftKings,140
La Liga,CA Osasuna vs Atlético Madrid,h2h,CA Osasuna,FanDuel,140
La Liga,CA Osasuna vs Atlético Madrid,h2h,CA Osasuna,theScore Bet,140
La Liga,CA Osasuna vs Atlético Madrid,h2h,Draw,Bally Bet,250
La Liga,CA Osasuna vs Atlético Madrid,h2h,Draw,BetMGM,240
La Liga,CA Osasuna vs Atlético Madrid,h2h,Draw,DraftKings,260
La Liga,CA Osasuna vs Atlético Madrid,h2h,Draw,FanDuel,260
La Liga,CA Osasuna vs Atlético Madrid,h2h,Draw,theScore Bet,250
La Liga,CA Osasuna vs Atlético Madrid,totals_2.5,Over,Bally Bet,-130
La Liga,CA Osasuna vs Atlético Madrid,totals_2.5,Over,BetMGM,-130
La Liga,CA Osasuna vs Atlético Madrid,totals_2.5,Under,Bally Bet,100
La Liga,CA Osasuna vs Atlético Madrid,totals_2.5,Under,BetMGM,-110
La Liga,CA Osasuna vs Espanyol,h2h,CA Osasuna,DraftKings,-105
La Liga,CA Osasuna vs Espanyol,h2h,CA Osasuna,FanDuel,-105
La Liga,CA Osasuna vs Espanyol,h2h,Draw,DraftKings,245
La Liga,CA Osasuna vs Espanyol,h2h,Draw,FanDuel,250
La Liga,CA Osasuna vs Espanyol,h2h,Espanyol,DraftKings,290
La Liga,CA Osasuna vs Espanyol,h2h,Espanyol,FanDuel,280
La Liga,Celta Vigo vs Levante,h2h,Celta Vigo,Bally Bet,-136
La Liga,Celta Vigo vs Levante,h2h,Celta Vigo,BetMGM,-130
La Liga,Celta Vigo vs Levante,h2h,Celta Vigo,DraftKings,-130
La Liga,Celta Vigo vs Levante,h2h,Celta Vigo,FanDuel,-140
La Liga,Celta Vigo vs Levante,h2h,Celta Vigo,theScore Bet,-145
La Liga,Celta Vigo vs Levante,h2h,Draw,Bally Bet,295
La Liga,Celta Vigo vs Levante,h2h,Draw,BetMGM,280
La Liga,Celta Vigo vs Levante,h2h,Draw,DraftKings,290
La Liga,Celta Vigo vs Levante,h2h,Draw,FanDuel,290
La Liga,Celta Vigo vs Levante,h2h,Draw,theScore Bet,280
La Liga,Celta Vigo vs Levante,h2h,Levante,Bally Bet,340
La Liga,Celta Vigo vs Levante,h2h,Levante,BetMGM,340
La Liga,Celta Vigo vs Levante,h2h,Levante,DraftKings,350
La Liga,Celta Vigo vs Levante,h2h,Levante,FanDuel,360
La Liga,Celta Vigo vs Levante,h2h,Levante,theScore Bet,350
La Liga,Celta Vigo vs Levante,totals_2.5,Over,Bally Bet,-130
La Liga,Celta Vigo vs Levante,totals_2.5,Over,BetMGM,-135
La Liga,Celta Vigo vs Levante,totals_2.5,Under,Bally Bet,100
La Liga,Celta Vigo vs Levante,totals_2.5,Under,BetMGM,-105
La Liga,Elche CF vs Getafe,h2h,Draw,DraftKings,215
La Liga,Elche CF vs Getafe,h2h,Draw,FanDuel,220
La Liga,Elche CF vs Getafe,h2h,Elche CF,DraftKings,125
La Liga,Elche CF vs Getafe,h2h,Elche CF,FanDuel,125
La Liga,Elche CF vs Getafe,h2h,Getafe,DraftKings,235
La Liga,Elche CF vs Getafe,h2h,Getafe,FanDuel,230
La Liga,Espanyol vs Athletic Bilbao,h2h,Athletic Bilbao,Bally Bet,165
La Liga,Espanyol vs Athletic Bilbao,h2h,Athletic Bilbao,BetMGM,175
La Liga,Espanyol vs Athletic Bilbao,h2h,Athletic Bilbao,DraftKings,180
La Liga,Espanyol vs Athletic Bilbao,h2h,Athletic Bilbao,FanDuel,170
La Liga,Espanyol vs Athletic Bilbao,h2h,Athletic Bilbao,theScore Bet,160
La Liga,Espanyol vs Athletic Bilbao,h2h,Draw,Bally Bet,225
La Liga,Espanyol vs Athletic Bilbao,h2h,Draw,BetMGM,220
La Liga,Espanyol vs Athletic Bilbao,h2h,Draw,DraftKings,225
La Liga,Espanyol vs Athletic Bilbao,h2h,Draw,FanDuel,210
La Liga,Espanyol vs Athletic Bilbao,h2h,Draw,theScore Bet,230
La Liga,Espanyol vs Athletic Bilbao,h2h,Espanyol,Bally Bet,170
La Liga,Espanyol vs Athletic Bilbao,h2h,Espanyol,BetMGM,160
La Liga,Espanyol vs Athletic Bilbao,h2h,Espanyol,DraftKings,165
La Liga,Espanyol vs Athletic Bilbao,h2h,Espanyol,FanDuel,165
La Liga,Espanyol vs Athletic Bilbao,h2h,Espanyol,theScore Bet,160
La Liga,Espanyol vs Athletic Bilbao,totals_2.5,Over,Bally Bet,110
La Liga,Espanyol vs Athletic Bilbao,totals_2.5,Over,BetMGM,110
La Liga,Espanyol vs Athletic Bilbao,totals_2.5,Under,Bally Bet,-143
La Liga,Espanyol vs Athletic Bilbao,totals_2.5,Under,BetMGM,-150
La Liga,Getafe vs Mallorca,h2h,Draw,Bally Bet,190
La Liga,Getafe vs Mallorca,h2h,Draw,BetMGM,210
La Liga,Getafe vs Mallorca,h2h,Draw,DraftKings,225
La Liga,Getafe vs Mallorca,h2h,Draw,FanDuel,220
La Liga,Getafe vs Mallorca,h2h,Draw,theScore Bet,210
La Liga,Getafe vs Mallorca,h2h,Getafe,Bally Bet,125
La Liga,Getafe vs Mallorca,h2h,Getafe,BetMGM,120
La Liga,Getafe vs Mallorca,h2h,Getafe,DraftKings,115
La Liga,Getafe vs Mallorca,h2h,Getafe,FanDuel,110
La Liga,Getafe vs Mallorca,h2h,Getafe,theScore Bet,110
La Liga,Getafe vs Mallorca,h2h,Mallorca,Bally Bet,275
La Liga,Getafe vs Mallorca,h2h,Mallorca,BetMGM,250
La Liga,Getafe vs Mallorca,h2h,Mallorca,DraftKings,260
La Liga,Getafe vs Mallorca,h2h,Mallorca,FanDuel,260
La Liga,Getafe vs Mallorca,h2h,Mallorca,theScore Bet,260
La Liga,Getafe vs Mallorca,totals_1.5,Over,Bally Bet,-200
La Liga,Getafe vs Mallorca,totals_1.5,Under,Bally Bet,150
La Liga,Getafe vs Mallorca,totals_2.5,Over,BetMGM,145
La Liga,Getafe vs Mallorca,totals_2.5,Under,BetMGM,-200
La Liga,Girona vs Real Sociedad,h2h,Draw,Bally Bet,255
La Liga,Girona vs Real Sociedad,h2h,Draw,BetMGM,270
La Liga,Girona vs Real Sociedad,h2h,Draw,DraftKings,275
La Liga,Girona vs Real Sociedad,h2h,Draw,FanDuel,270
La Liga,Girona vs Real Sociedad,h2h,Draw,theScore Bet,270
La Liga,Girona vs Real Sociedad,h2h,Girona,Bally Bet,117
La Liga,Girona vs Real Sociedad,h2h,Girona,BetMGM,115
La Liga,Girona vs Real Sociedad,h2h,Girona,DraftKings,110
La Liga,Girona vs Real Sociedad,h2h,Girona,FanDuel,110
La Liga,Girona vs Real Sociedad,h2h,Girona,theScore Bet,110
La Liga,Girona vs Real Sociedad,h2h,Real Sociedad,Bally Bet,225
La Liga,Girona vs Real Sociedad,h2h,Real Sociedad,BetMGM,210
La Liga,Girona vs Real Sociedad,h2h,Real Sociedad,DraftKings,215
La Liga,Girona vs Real Sociedad,h2h,Real Sociedad,FanDuel,210
La Liga,Girona vs Real Sociedad,h2h,Real Sociedad,theScore Bet,210
La Liga,Girona vs Real Sociedad,totals_2.5,Over,Bally Bet,-150
La Liga,Girona vs Real Sociedad,totals_2.5,Over,BetMGM,-145
La Liga,Girona vs Real Sociedad,totals_2.5,Under,Bally Bet,116
La Liga,Girona vs Real Sociedad,totals_2.5,Under,BetMGM,105
La Liga,Levante vs Mallorca,h2h,Draw,DraftKings,245
La Liga,Levante vs Mallorca,h2h,Draw,FanDuel,250
La Liga,Levante vs Mallorca,h2h,Levante,DraftKings,120
La Liga,Levante vs Mallorca,h2h,Levante,FanDuel,115
La Liga,Levante vs Mallorca,h2h,Mallorca,DraftKings,225
La Liga,Levante vs Mallorca,h2h,Mallorca,FanDuel,220
La Liga,Rayo Vallecano vs Girona,h2h,Draw,Bally Bet,230
La Liga,Rayo Vallecano vs Girona,h2h,Draw,BetMGM,230
La Liga,Rayo Vallecano vs Girona,h2h,Draw,DraftKings,230
La Liga,Rayo Vallecano vs Girona,h2h,Draw,FanDuel,200
La Liga,Rayo Vallecano vs Girona,h2h,Draw,theScore Bet,240
La Liga,Rayo Vallecano vs Girona,h2h,Girona,Bally Bet,200
La Liga,Rayo Vallecano vs Girona,h2h,Girona,BetMGM,188
La Liga,Rayo Vallecano vs Girona,h2h,Girona,DraftKings,195
La Liga,Rayo Vallecano vs Girona,h2h,Girona,FanDuel,210
La Liga,Rayo Vallecano vs Girona,h2h,Girona,theScore Bet,190
La Liga,Rayo Vallecano vs Girona,h2h,Rayo Vallecano,Bally Bet,140
La Liga,Rayo Vallecano vs Girona,h2h,Rayo Vallecano,BetMGM,145
La Liga,Rayo Vallecano vs Girona,h2h,Rayo Vallecano,DraftKings,145
La Liga,Rayo Vallecano vs Girona,h2h,Rayo Vallecano,FanDuel,150
La Liga,Rayo Vallecano vs Girona,h2h,Rayo Vallecano,theScore Bet,145
La Liga,Rayo Vallecano vs Girona,totals_2.5,Over,Bally Bet,-130
La Liga,Rayo Vallecano vs Girona,totals_2.5,Over,BetMGM,-125
La Liga,Rayo Vallecano vs Girona,totals_2.5,Under,Bally Bet,100
La Liga,Rayo Vallecano vs Girona,totals_2.5,Under,BetMGM,-110
La Liga,Rayo Vallecano vs Villarreal,h2h,Draw,DraftKings,255
La Liga,Rayo Vallecano vs Villarreal,h2h,Draw,FanDuel,260
La Liga,Rayo Vallecano vs Villarreal,h2h,Rayo Vallecano,DraftKings,135
La Liga,Rayo Vallecano vs Villarreal,h2h,Rayo Vallecano,FanDuel,130
La Liga,Rayo Vallecano vs Villarreal,h2h,Villarreal,DraftKings,185
La Liga,Rayo Vallecano vs Villarreal,h2h,Villarreal,FanDuel,180
La Liga,Real Betis vs Elche CF,h2h,Draw,Bally Bet,320
La Liga,Real Betis vs Elche CF,h2h,Draw,BetMGM,310
La Liga,Real Betis vs Elche CF,h2h,Draw,DraftKings,320
La Liga,Real Betis vs Elche CF,h2h,Draw,FanDuel,310
La Liga,Real Betis vs Elche CF,h2h,Draw,theScore Bet,300
La Liga,Real Betis vs Elche CF,h2h,Elche CF,Bally Bet,430
La Liga,Real Betis vs Elche CF,h2h,Elche CF,BetMGM,400
La Liga,Real Betis vs Elche CF,h2h,Elche CF,DraftKings,400
La Liga,Real Betis vs Elche CF,h2h,Elche CF,FanDuel,440
La Liga,Real Betis vs Elche CF,h2h,Elche CF,theScore Bet,400
La Liga,Real Betis vs Elche CF,h2h,Real Betis,Bally Bet,-167
La Liga,Real Betis vs Elche CF,h2h,Real Betis,BetMGM,-160
La Liga,Real Betis vs Elche CF,h2h,Real Betis,DraftKings,-160
La Liga,Real Betis vs Elche CF,h2h,Real Betis,FanDuel,-165
La Liga,Real Betis vs Elche CF,h2h,Real Betis,theScore Bet,-160
La Liga,Real Betis vs Elche CF,totals_2.5,Over,Bally Bet,-152
La Liga,Real Betis vs Elche CF,totals_2.5,Over,BetMGM,-145
La Liga,Real Betis vs Elche CF,totals_2.5,Under,Bally Bet,117
La Liga,Real Betis vs Elche CF,totals_2.5,Under,BetMGM,105
La Liga,Real Madrid vs Oviedo,h2h,Draw,Bally Bet,575
La Liga,Real Madrid vs Oviedo,h2h,Draw,DraftKings,600
La Liga,Real Madrid vs Oviedo,h2h,Draw,FanDuel,550
La Liga,Real Madrid vs Oviedo,h2h,Draw,theScore Bet,550
La Liga,Real Madrid vs Oviedo,h2h,Oviedo,Bally Bet,1050
La Liga,Real Madrid vs Oviedo,h2h,Oviedo,DraftKings,1000
La Liga,Real Madrid vs Oviedo,h2h,Oviedo,FanDuel,900
La Liga,Real Madrid vs Oviedo,h2h,Oviedo,theScore Bet,1000
La Liga,Real Madrid vs Oviedo,h2h,Real Madrid,Bally Bet,-455
La Liga,Real Madrid vs Oviedo,h2h,Real Madrid,DraftKings,-475
La Liga,Real Madrid vs Oviedo,h2h,Real Madrid,FanDuel,-550
La Liga,Real Madrid vs Oviedo,h2h,Real Madrid,theScore Bet,-450
La Liga,Real Madrid vs Oviedo,totals_3.5,Over,Bally Bet,-103
La Liga,Real Madrid vs Oviedo,totals_3.5,Under,Bally Bet,-127
La Liga,Real Sociedad vs Valencia,h2h,Draw,DraftKings,255
La Liga,Real Sociedad vs Valencia,h2h,Draw,FanDuel,260
La Liga,Real Sociedad vs Valencia,h2h,Real Sociedad,DraftKings,-105
La Liga,Real Sociedad vs Valencia,h2h,Real Sociedad,FanDuel,-105
La Liga,Real Sociedad vs Valencia,h2h,Valencia,DraftKings,270
