Sport,Event,Market,Outcome,Bookmaker,Odds
Boxing,Albert Ramirez vs Lerrone Richards,h2h,Albert Ramirez,DraftKings,-600
Boxing,Albert Ramirez vs Lerrone Richards,h2h,Albert Ramirez,FanDuel,-1100
Boxing,Albert Ramirez vs Lerrone Richards,h2h,Albert Ramirez,theScore Bet,-650
Boxing,Albert Ramirez vs Lerrone Richards,h2h,Lerrone Richards,DraftKings,400
Boxing,Albert Ramirez vs Lerrone Richards,h2h,Lerrone Richards,FanDuel,540
Boxing,Albert Ramirez vs Lerrone Richards,h2h,Lerrone Richards,theScore Bet,450
Boxing,Amanda Serrano vs Cheyenne Hanson,h2h,Amanda Serrano,Bally Bet,-3335
Boxing,Amanda Serrano vs Cheyenne Hanson,h2h,Amanda Serrano,FanDuel,-5000
Boxing,Amanda Serrano vs Cheyenne Hanson,h2h,Amanda Serrano,theScore Bet,-5000
Boxing,Amanda Serrano vs Cheyenne Hanson,h2h,Cheyenne Hanson,Bally Bet,1300
Boxing,Amanda Serrano vs Cheyenne Hanson,h2h,Cheyenne Hanson,FanDuel,1600
Boxing,Amanda Serrano vs Cheyenne Hanson,h2h,Cheyenne Hanson,theScore Bet,1400
Boxing,Antonio Vargas vs Jesse Rodriguez,h2h,Antonio Vargas,Bally Bet,1150
Boxing,Antonio Vargas vs Jesse Rodriguez,h2h,Antonio Vargas,DraftKings,1100
Boxing,Antonio Vargas vs Jesse Rodriguez,h2h,Antonio Vargas,FanDuel,1360
Boxing,Antonio Vargas vs Jesse Rodriguez,h2h,Antonio Vargas,theScore Bet,1200
Boxing,Antonio Vargas vs Jesse Rodriguez,h2h,Jesse Rodriguez,Bally Bet,-3335
Boxing,Antonio Vargas vs Jesse Rodriguez,h2h,Jesse Rodriguez,DraftKings,-3500
Boxing,Antonio Vargas vs Jesse Rodriguez,h2h,Jesse Rodriguez,FanDuel,-3000
Boxing,Antonio Vargas vs Jesse Rodriguez,h2h,Jesse Rodriguez,theScore Bet,-3500
Boxing,Arturo Cardenas vs Jordan Martinez,h2h,Arturo Cardenas,Bally Bet,-175
Boxing,Arturo Cardenas vs Jordan Martinez,h2h,Arturo Cardenas,DraftKings,-155
Boxing,Arturo Cardenas vs Jordan Martinez,h2h,Arturo Cardenas,FanDuel,-148
Boxing,Arturo Cardenas vs Jordan Martinez,h2h,Arturo Cardenas,theScore Bet,-150
Boxing,Arturo Cardenas vs Jordan Martinez,h2h,Jordan Martinez,Bally Bet,130
Boxing,Arturo Cardenas vs Jordan Martinez,h2h,Jordan Martinez,DraftKings,125
Boxing,Arturo Cardenas vs Jordan Martinez,h2h,Jordan Martinez,FanDuel,112
Boxing,Arturo Cardenas vs Jordan Martinez,h2h,Jordan Martinez,theScore Bet,120
Boxing,Brian Norman Jr vs Josh Wagner,h2h,Brian Norman Jr,DraftKings,-2000
Boxing,Brian Norman Jr vs Josh Wagner,h2h,Brian Norman Jr,FanDuel,-1800
Boxing,Brian Norman Jr vs Josh Wagner,h2h,Brian Norman Jr,theScore Bet,-2000
Boxing,Brian Norman Jr vs Josh Wagner,h2h,Josh Wagner,DraftKings,900
Boxing,Brian Norman Jr vs Josh Wagner,h2h,Josh Wagner,FanDuel,720
Boxing,Brian Norman Jr vs Josh Wagner,h2h,Josh Wagner,theScore Bet,850
Boxing,David Allen vs Filip Hrgović,h2h,David Allen,Bally Bet,550
Boxing,David Allen vs Filip Hrgović,h2h,David Allen,DraftKings,500
Boxing,David Allen vs Filip Hrgović,h2h,David Allen,theScore Bet,550
Boxing,David Allen vs Filip Hrgović,h2h,Filip Hrgović,Bally Bet,-910
Boxing,David Allen vs Filip Hrgović,h2h,Filip Hrgović,DraftKings,-800
Boxing,David Allen vs Filip Hrgović,h2h,Filip Hrgović,theScore Bet,-1000
Boxing,Desley Robinson vs Mary Spencer,h2h,Desley Robinson,DraftKings,-175
Boxing,Desley Robinson vs Mary Spencer,h2h,Desley Robinson,FanDuel,-176
Boxing,Desley Robinson vs Mary Spencer,h2h,Desley Robinson,theScore Bet,-175
Boxing,Desley Robinson vs Mary Spencer,h2h,Mary Spencer,DraftKings,140
Boxing,Desley Robinson vs Mary Spencer,h2h,Mary Spencer,FanDuel,130
Boxing,Desley Robinson vs Mary Spencer,h2h,Mary Spencer,theScore Bet,140
Boxing,Emanuel Odiase vs Nick Webb,h2h,Emanuel Odiase,FanDuel,-1600
Boxing,Emanuel Odiase vs Nick Webb,h2h,Emanuel Odiase,theScore Bet,-1400
Boxing,Emanuel Odiase vs Nick Webb,h2h,Nick Webb,FanDuel,660
Boxing,Emanuel Odiase vs Nick Webb,h2h,Nick Webb,theScore Bet,700
Boxing,Hamzah Sheeraz vs Alem Begic,h2h,Alem Begic,Bally Bet,900
Boxing,Hamzah Sheeraz vs Alem Begic,h2h,Alem Begic,BetMGM,750
Boxing,Hamzah Sheeraz vs Alem Begic,h2h,Alem Begic,DraftKings,900
Boxing,Hamzah Sheeraz vs Alem Begic,h2h,Alem Begic,FanDuel,1000
Boxing,Hamzah Sheeraz vs Alem Begic,h2h,Hamzah Sheeraz,Bally Bet,-1667
Boxing,Hamzah Sheeraz vs Alem Begic,h2h,Hamzah Sheeraz,BetMGM,-2000
Boxing,Hamzah Sheeraz vs Alem Begic,h2h,Hamzah Sheeraz,DraftKings,-2000
Boxing,Hamzah Sheeraz vs Alem Begic,h2h,Hamzah Sheeraz,FanDuel,-2000
Boxing,Karen Chukhadzhian vs Paddy Donovan,h2h,Karen Chukhadzhian,FanDuel,-152
Boxing,Karen Chukhadzhian vs Paddy Donovan,h2h,Paddy Donovan,FanDuel,114
Boxing,Kelvin Davis vs Peter Dobson,h2h,Kelvin Davis,FanDuel,-280
Boxing,Kelvin Davis vs Peter Dobson,h2h,Kelvin Davis,theScore Bet,-235
Boxing,Kelvin Davis vs Peter Dobson,h2h,Peter Dobson,FanDuel,198
Boxing,Kelvin Davis vs Peter Dobson,h2h,Peter Dobson,theScore Bet,185
Boxing,Keyshawn Davis vs Nahir Albright,h2h,Keyshawn Davis,DraftKings,-1400
Boxing,Keyshawn Davis vs Nahir Albright,h2h,Keyshawn Davis,FanDuel,-1200
Boxing,Keyshawn Davis vs Nahir Albright,h2h,Keyshawn Davis,theScore Bet,-2000
Boxing,Keyshawn Davis vs Nahir Albright,h2h,Nahir Albright,DraftKings,750
Boxing,Keyshawn Davis vs Nahir Albright,h2h,Nahir Albright,FanDuel,680
Boxing,Keyshawn Davis vs Nahir Albright,h2h,Nahir Albright,theScore Bet,850
Boxing,Lourdes Juarez vs Yokasta Valle,h2h,Lourdes Juarez,DraftKings,280
Boxing,Lourdes Juarez vs Yokasta Valle,h2h,Lourdes Juarez,FanDuel,330
Boxing,Lourdes Juarez vs Yokasta Valle,h2h,Lourdes Juarez,theScore Bet,280
Boxing,Lourdes Juarez vs Yokasta Valle,h2h,Yokasta Valle,DraftKings,-380
Boxing,Lourdes Juarez vs Yokasta Valle,h2h,Yokasta Valle,FanDuel,-550
Boxing,Lourdes Juarez vs Yokasta Valle,h2h,Yokasta Valle,theScore Bet,-375
Boxing,Maxi Hughes vs Lewis Sylvester,h2h,Lewis Sylvester,FanDuel,430
Boxing,Maxi Hughes vs Lewis Sylvester,h2h,Maxi Hughes,FanDuel,-750
Boxing,Michael Gomez Jr vs Lee McGregor,h2h,Lee McGregor,FanDuel,116
Boxing,Michael Gomez Jr vs Lee McGregor,h2h,Lee McGregor,theScore Bet,120
Boxing,Michael Gomez Jr vs Lee McGregor,h2h,Michael Gomez Jr,FanDuel,-154
Boxing,Michael Gomez Jr vs Lee McGregor,h2h,Michael Gomez Jr,theScore Bet,-150
Boxing,Mizuki Hiruta vs Mai Soliman,h2h,Mai Soliman,DraftKings,850
Boxing,Mizuki Hiruta vs Mai Soliman,h2h,Mai Soliman,FanDuel,590
Boxing,Mizuki Hiruta vs Mai Soliman,h2h,Mizuki Hiruta,DraftKings,-1800
Boxing,Mizuki Hiruta vs Mai Soliman,h2h,Mizuki Hiruta,FanDuel,-1300
Boxing,O'Shaquie Foster vs Raymond Ford,h2h,O'Shaquie Foster,Bally Bet,-137
Boxing,O'Shaquie Foster vs Raymond Ford,h2h,O'Shaquie Foster,DraftKings,-150
Boxing,O'Shaquie Foster vs Raymond Ford,h2h,O'Shaquie Foster,FanDuel,-176
Boxing,O'Shaquie Foster vs Raymond Ford,h2h,O'Shaquie Foster,theScore Bet,-150
Boxing,O'Shaquie Foster vs Raymond Ford,h2h,Raymond Ford,Bally Bet,104
Boxing,O'Shaquie Foster vs Raymond Ford,h2h,Raymond Ford,DraftKings,120
Boxing,O'Shaquie Foster vs Raymond Ford,h2h,Raymond Ford,FanDuel,138
Boxing,O'Shaquie Foster vs Raymond Ford,h2h,Raymond Ford,theScore Bet,120
Boxing,Oleksandr Usyk vs Rico Verhoeven,h2h,Oleksandr Usyk,Bally Bet,-5000
Boxing,Oleksandr Usyk vs Rico Verhoeven,h2h,Oleksandr Usyk,BetMGM,-2000
Boxing,Oleksandr Usyk vs Rico Verhoeven,h2h,Oleksandr Usyk,DraftKings,-2500
Boxing,Oleksandr Usyk vs Rico Verhoeven,h2h,Oleksandr Usyk,FanDuel,-3000
Boxing,Oleksandr Usyk vs Rico Verhoeven,h2h,Rico Verhoeven,Bally Bet,1400
Boxing,Oleksandr Usyk vs Rico Verhoeven,h2h,Rico Verhoeven,BetMGM,750
Boxing,Oleksandr Usyk vs Rico Verhoeven,h2h,Rico Verhoeven,DraftKings,1100
Boxing,Oleksandr Usyk vs Rico Verhoeven,h2h,Rico Verhoeven,FanDuel,1360
Boxing,Ricardo Rafael Sandoval vs Galal Yafai,h2h,Galal Yafai,DraftKings,165
Boxing,Ricardo Rafael Sandoval vs Galal Yafai,h2h,Galal Yafai,FanDuel,176
Boxing,Ricardo Rafael Sandoval vs Galal Yafai,h2h,Galal Yafai,theScore Bet,170
Boxing,Ricardo Rafael Sandoval vs Galal Yafai,h2h,Ricardo Rafael Sandoval,DraftKings,-210
Boxing,Ricardo Rafael Sandoval vs Galal Yafai,h2h,Ricardo Rafael Sandoval,FanDuel,-230
Boxing,Ricardo Rafael Sandoval vs Galal Yafai,h2h,Ricardo Rafael Sandoval,theScore Bet,-220
Boxing,Ryan Garner vs Michael Magnesi,h2h,Michael Magnesi,Bally Bet,320
Boxing,Ryan Garner vs Michael Magnesi,h2h,Michael Magnesi,FanDuel,300
Boxing,Ryan Garner vs Michael Magnesi,h2h,Michael Magnesi,theScore Bet,320
Boxing,Ryan Garner vs Michael Magnesi,h2h,Ryan Garner,Bally Bet,-480
Boxing,Ryan Garner vs Michael Magnesi,h2h,Ryan Garner,FanDuel,-430
Boxing,Ryan Garner vs Michael Magnesi,h2h,Ryan Garner,theScore Bet,-450
Boxing,Stephanie Han vs Holly Holm,h2h,Holly Holm,Bally Bet,265
Boxing,Stephanie Han vs Holly Holm,h2h,Holly Holm,FanDuel,270
Boxing,Stephanie Han vs Holly Holm,h2h,Holly Holm,theScore Bet,300
Boxing,Stephanie Han vs Holly Holm,h2h,Stephanie Han,Bally Bet,-385
Boxing,Stephanie Han vs Holly Holm,h2h,Stephanie Han,FanDuel,-380
Boxing,Stephanie Han vs Holly Holm,h2h,Stephanie Han,theScore Bet,-400
Boxing,Xander Zayas vs Jaron Ennis,h2h,Jaron Ennis,Bally Bet,-315
Boxing,Xander Zayas vs Jaron Ennis,h2h,Jaron Ennis,BetMGM,-350
Boxing,Xander Zayas vs Jaron Ennis,h2h,Jaron Ennis,DraftKings,-320
Boxing,Xander Zayas vs Jaron Ennis,h2h,Jaron Ennis,FanDuel,-430
Boxing,Xander Zayas vs Jaron Ennis,h2h,Jaron Ennis,theScore Bet,-375
Boxing,Xander Zayas vs Jaron Ennis,h2h,Xander Zayas,Bally Bet,230
Boxing,Xander Zayas vs Jaron Ennis,h2h,Xander Zayas,BetMGM,250
Boxing,Xander Zayas vs Jaron Ennis,h2h,Xander Zayas,DraftKings,240
Boxing,Xander Zayas vs Jaron Ennis,h2h,Xander Zayas,FanDuel,300
Boxing,Xander Zayas vs Jaron Ennis,h2h,Xander Zayas,theScore Bet,280
Boxing,Yan Santana vs Cristian Cruz Chacon,h2h,Cristian Cruz Chacon,FanDuel,580
Boxing,Yan Santana vs Cristian Cruz Chacon,h2h,Cristian Cruz Chacon,theScore Bet,650
Boxing,Yan Santana vs Cristian Cruz Chacon,h2h,Yan Santana,FanDuel,-1300
Boxing,Yan Santana vs Cristian Cruz Chacon,h2h,Yan Santana,theScore Bet,-1200
Bundesliga,1. FC Heidenheim vs FSV Mainz 05,h2h,1. FC Heidenheim,DraftKings,-110
Bundesliga,1. FC Heidenheim vs FSV Mainz 05,h2h,1. FC Heidenheim,FanDuel,100
Bundesliga,1. FC Heidenheim vs FSV Mainz 05,h2h,1. FC Heidenheim,theScore Bet,-105
Bundesliga,1. FC Heidenheim vs FSV Mainz 05,h2h,Draw,DraftKings,320
Bundesliga,1. FC Heidenheim vs FSV Mainz 05,h2h,Draw,FanDuel,320
Bundesliga,1. FC Heidenheim vs FSV Mainz 05,h2h,Draw,theScore Bet,300
Bundesliga,1. FC Heidenheim vs FSV Mainz 05,h2h,FSV Mainz 05,DraftKings,200
Bundesliga,1. FC Heidenheim vs FSV Mainz 05,h2h,FSV Mainz 05,FanDuel,210
Bundesliga,1. FC Heidenheim vs FSV Mainz 05,h2h,FSV Mainz 05,theScore Bet,225
Bundesliga,Bayer Leverkusen vs Hamburger SV,h2h,Bayer Leverkusen,Bally Bet,-305
Bundesliga,Bayer Leverkusen vs Hamburger SV,h2h,Bayer Leverkusen,BetMGM,-295
Bundesliga,Bayer Leverkusen vs Hamburger SV,h2h,Bayer Leverkusen,DraftKings,-360
Bundesliga,Bayer Leverkusen vs Hamburger SV,h2h,Bayer Leverkusen,FanDuel,-360
Bundesliga,Bayer Leverkusen vs Hamburger SV,h2h,Bayer Leverkusen,theScore Bet,-330
Bundesliga,Bayer Leverkusen vs Hamburger SV,h2h,Draw,Bally Bet,450
Bundesliga,Bayer Leverkusen vs Hamburger SV,h2h,Draw,BetMGM,475
Bundesliga,Bayer Leverkusen vs Hamburger SV,h2h,Draw,DraftKings,475
Bundesliga,Bayer Leverkusen vs Hamburger SV,h2h,Draw,FanDuel,470
Bundesliga,Bayer Leverkusen vs Hamburger SV,h2h,Draw,theScore Bet,475
Bundesliga,Bayer Leverkusen vs Hamburger SV,h2h,Hamburger SV,Bally Bet,600
Bundesliga,Bayer Leverkusen vs Hamburger SV,h2h,Hamburger SV,BetMGM,650
Bundesliga,Bayer Leverkusen vs Hamburger SV,h2h,Hamburger SV,DraftKings,650
Bundesliga,Bayer Leverkusen vs Hamburger SV,h2h,Hamburger SV,FanDuel,700
Bundesliga,Bayer Leverkusen vs Hamburger SV,h2h,Hamburger SV,theScore Bet,650
Bundesliga,Bayer Leverkusen vs Hamburger SV,totals_3.5,Over,Bally Bet,-130
Bundesliga,Bayer Leverkusen vs Hamburger SV,totals_3.5,Over,BetMGM,-120
Bundesliga,Bayer Leverkusen vs Hamburger SV,totals_3.5,Under,Bally Bet,-105
Bundesliga,Bayer Leverkusen vs Hamburger SV,totals_3.5,Under,BetMGM,-115
Bundesliga,Bayern Munich vs 1. FC Köln,h2h,1. FC Köln,Bally Bet,850
Bundesliga,Bayern Munich vs 1. FC Köln,h2h,1. FC Köln,BetMGM,850
Bundesliga,Bayern Munich vs 1. FC Köln,h2h,1. FC Köln,DraftKings,850
Bundesliga,Bayern Munich vs 1. FC Köln,h2h,1. FC Köln,FanDuel,850
Bundesliga,Bayern Munich vs 1. FC Köln,h2h,1. FC Köln,theScore Bet,850
Bundesliga,Bayern Munich vs 1. FC Köln,h2h,Bayern Munich,Bally Bet,-500
Bundesliga,Bayern Munich vs 1. FC Köln,h2h,Bayern Munich,BetMGM,-500
Bundesliga,Bayern Munich vs 1. FC Köln,h2h,Bayern Munich,DraftKings,-550
Bundesliga,Bayern Munich vs 1. FC Köln,h2h,Bayern Munich,FanDuel,-600
Bundesliga,Bayern Munich vs 1. FC Köln,h2h,Bayern Munich,theScore Bet,-500
Bundesliga,Bayern Munich vs 1. FC Köln,h2h,Draw,Bally Bet,650
Bundesliga,Bayern Munich vs 1. FC Köln,h2h,Draw,BetMGM,675
Bundesliga,Bayern Munich vs 1. FC Köln,h2h,Draw,DraftKings,600
Bundesliga,Bayern Munich vs 1. FC Köln,h2h,Draw,FanDuel,700
Bundesliga,Bayern Munich vs 1. FC Köln,h2h,Draw,theScore Bet,650
Bundesliga,Bayern Munich vs 1. FC Köln,totals_4.5,Over,Bally Bet,100
Bundesliga,Bayern Munich vs 1. FC Köln,totals_4.5,Over,BetMGM,100
Bundesliga,Bayern Munich vs 1. FC Köln,totals_4.5,Under,Bally Bet,-136
Bundesliga,Bayern Munich vs 1. FC Köln,totals_4.5,Under,BetMGM,-140
Bundesliga,Borussia Monchengladbach vs TSG Hoffenheim,h2h,Borussia Monchengladbach,Bally Bet,350
Bundesliga,Borussia Monchengladbach vs TSG Hoffenheim,h2h,Borussia Monchengladbach,BetMGM,320
Bundesliga,Borussia Monchengladbach vs TSG Hoffenheim,h2h,Borussia Monchengladbach,DraftKings,290
Bundesliga,Borussia Monchengladbach vs TSG Hoffenheim,h2h,Borussia Monchengladbach,FanDuel,300
Bundesliga,Borussia Monchengladbach vs TSG Hoffenheim,h2h,Borussia Monchengladbach,theScore Bet,310
Bundesliga,Borussia Monchengladbach vs TSG Hoffenheim,h2h,Draw,Bally Bet,325
Bundesliga,Borussia Monchengladbach vs TSG Hoffenheim,h2h,Draw,BetMGM,340
Bundesliga,Borussia Monchengladbach vs TSG Hoffenheim,h2h,Draw,DraftKings,350
Bundesliga,Borussia Monchengladbach vs TSG Hoffenheim,h2h,Draw,FanDuel,370
Bundesliga,Borussia Monchengladbach vs TSG Hoffenheim,h2h,Draw,theScore Bet,333
Bundesliga,Borussia Monchengladbach vs TSG Hoffenheim,h2h,TSG Hoffenheim,Bally Bet,-162
Bundesliga,Borussia Monchengladbach vs TSG Hoffenheim,h2h,TSG Hoffenheim,BetMGM,-145
Bundesliga,Borussia Monchengladbach vs TSG Hoffenheim,h2h,TSG Hoffenheim,DraftKings,-160
Bundesliga,Borussia Monchengladbach vs TSG Hoffenheim,h2h,TSG Hoffenheim,FanDuel,-150
Bundesliga,Borussia Monchengladbach vs TSG Hoffenheim,h2h,TSG Hoffenheim,theScore Bet,-145
Bundesliga,Borussia Monchengladbach vs TSG Hoffenheim,totals_3.5,Over,Bally Bet,-107
Bundesliga,Borussia Monchengladbach vs TSG Hoffenheim,totals_3.5,Over,BetMGM,-110
Bundesliga,Borussia Monchengladbach vs TSG Hoffenheim,totals_3.5,Under,Bally Bet,-127
Bundesliga,Borussia Monchengladbach vs TSG Hoffenheim,totals_3.5,Under,BetMGM,-125
Bundesliga,Eintracht Frankfurt vs VfB Stuttgart,h2h,Draw,DraftKings,290
Bundesliga,Eintracht Frankfurt vs VfB Stuttgart,h2h,Draw,FanDuel,320
Bundesliga,Eintracht Frankfurt vs VfB Stuttgart,h2h,Draw,theScore Bet,310
Bundesliga,Eintracht Frankfurt vs VfB Stuttgart,h2h,Eintracht Frankfurt,DraftKings,220
Bundesliga,Eintracht Frankfurt vs VfB Stuttgart,h2h,Eintracht Frankfurt,FanDuel,220
Bundesliga,Eintracht Frankfurt vs VfB Stuttgart,h2h,Eintracht Frankfurt,theScore Bet,220
Bundesliga,Eintracht Frankfurt vs VfB Stuttgart,h2h,VfB Stuttgart,DraftKings,-110
Bundesliga,Eintracht Frankfurt vs VfB Stuttgart,h2h,VfB Stuttgart,FanDuel,-105
Bundesliga,Eintracht Frankfurt vs VfB Stuttgart,h2h,VfB Stuttgart,theScore Bet,-105
Bundesliga,FC St. Pauli vs VfL Wolfsburg,h2h,Draw,Bally Bet,260
Bundesliga,FC St. Pauli vs VfL Wolfsburg,h2h,Draw,BetMGM,250
Bundesliga,FC St. Pauli vs VfL Wolfsburg,h2h,Draw,DraftKings,240
Bundesliga,FC St. Pauli vs VfL Wolfsburg,h2h,Draw,FanDuel,260
Bundesliga,FC St. Pauli vs VfL Wolfsburg,h2h,Draw,theScore Bet,250
Bundesliga,FC St. Pauli vs VfL Wolfsburg,h2h,FC St. Pauli,Bally Bet,148
Bundesliga,FC St. Pauli vs VfL Wolfsburg,h2h,FC St. Pauli,BetMGM,155
Bundesliga,FC St. Pauli vs VfL Wolfsburg,h2h,FC St. Pauli,DraftKings,145
Bundesliga,FC St. Pauli vs VfL Wolfsburg,h2h,FC St. Pauli,FanDuel,150
Bundesliga,FC St. Pauli vs VfL Wolfsburg,h2h,FC St. Pauli,theScore Bet,145
Bundesliga,FC St. Pauli vs VfL Wolfsburg,h2h,VfL Wolfsburg,Bally Bet,155
Bundesliga,FC St. Pauli vs VfL Wolfsburg,h2h,VfL Wolfsburg,BetMGM,160
Bundesliga,FC St. Pauli vs VfL Wolfsburg,h2h,VfL Wolfsburg,DraftKings,155
Bundesliga,FC St. Pauli vs VfL Wolfsburg,h2h,VfL Wolfsburg,FanDuel,160
Bundesliga,FC St. Pauli vs VfL Wolfsburg,h2h,VfL Wolfsburg,theScore Bet,155
Bundesliga,FC St. Pauli vs VfL Wolfsburg,totals_2.5,Over,Bally Bet,-167
Bundesliga,FC St. Pauli vs VfL Wolfsburg,totals_2.5,Over,BetMGM,-145
Bundesliga,FC St. Pauli vs VfL Wolfsburg,totals_2.5,Under,Bally Bet,123
Bundesliga,FC St. Pauli vs VfL Wolfsburg,totals_2.5,Under,BetMGM,105
Bundesliga,SC Freiburg vs RB Leipzig,h2h,Draw,BetMGM,290
Bundesliga,SC Freiburg vs RB Leipzig,h2h,Draw,DraftKings,295
Bundesliga,SC Freiburg vs RB Leipzig,h2h,Draw,FanDuel,280
Bundesliga,SC Freiburg vs RB Leipzig,h2h,Draw,theScore Bet,290
Bundesliga,SC Freiburg vs RB Leipzig,h2h,RB Leipzig,BetMGM,120
Bundesliga,SC Freiburg vs RB Leipzig,h2h,RB Leipzig,DraftKings,115
Bundesliga,SC Freiburg vs RB Leipzig,h2h,RB Leipzig,FanDuel,130
Bundesliga,SC Freiburg vs RB Leipzig,h2h,RB Leipzig,theScore Bet,120
Bundesliga,SC Freiburg vs RB Leipzig,h2h,SC Freiburg,BetMGM,180
Bundesliga,SC Freiburg vs RB Leipzig,h2h,SC Freiburg,DraftKings,165
Bundesliga,SC Freiburg vs RB Leipzig,h2h,SC Freiburg,FanDuel,175
Bundesliga,SC Freiburg vs RB Leipzig,h2h,SC Freiburg,theScore Bet,170
Bundesliga,SC Freiburg vs RB Leipzig,totals_3.5,Over,BetMGM,110
Bundesliga,SC Freiburg vs RB Leipzig,totals_3.5,Under,BetMGM,-150
Bundesliga,Union Berlin vs Augsburg,h2h,Augsburg,BetMGM,165
Bundesliga,Union Berlin vs Augsburg,h2h,Augsburg,DraftKings,150
Bundesliga,Union Berlin vs Augsburg,h2h,Augsburg,FanDuel,160
Bundesliga,Union Berlin vs Augsburg,h2h,Augsburg,theScore Bet,150
Bundesliga,Union Berlin vs Augsburg,h2h,Draw,BetMGM,270
Bundesliga,Union Berlin vs Augsburg,h2h,Draw,DraftKings,255
Bundesliga,Union Berlin vs Augsburg,h2h,Draw,FanDuel,270
Bundesliga,Union Berlin vs Augsburg,h2h,Draw,theScore Bet,265
Bundesliga,Union Berlin vs Augsburg,h2h,Union Berlin,BetMGM,145
Bundesliga,Union Berlin vs Augsburg,h2h,Union Berlin,DraftKings,145
Bundesliga,Union Berlin vs Augsburg,h2h,Union Berlin,FanDuel,145
Bundesliga,Union Berlin vs Augsburg,h2h,Union Berlin,theScore Bet,145
Bundesliga,Union Berlin vs Augsburg,totals_2.5,Over,BetMGM,-175
Bundesliga,Union Berlin vs Augsburg,totals_2.5,Under,BetMGM,125
Bundesliga,Werder Bremen vs Borussia Dortmund,h2h,Borussia Dortmund,Bally Bet,-113
Bundesliga,Werder Bremen vs Borussia Dortmund,h2h,Borussia Dortmund,BetMGM,-110
Bundesliga,Werder Bremen vs Borussia Dortmund,h2h,Borussia Dortmund,DraftKings,-115
Bundesliga,Werder Bremen vs Borussia Dortmund,h2h,Borussia Dortmund,FanDuel,-120
Bundesliga,Werder Bremen vs Borussia Dortmund,h2h,Borussia Dortmund,theScore Bet,-105
Bundesliga,Werder Bremen vs Borussia Dortmund,h2h,Draw,Bally Bet,290
Bundesliga,Werder Bremen vs Borussia Dortmund,h2h,Draw,BetMGM,300
Bundesliga,Werder Bremen vs Borussia Dortmund,h2h,Draw,DraftKings,285
Bundesliga,Werder Bremen vs Borussia Dortmund,h2h,Draw,FanDuel,310
Bundesliga,Werder Bremen vs Borussia Dortmund,h2h,Draw,theScore Bet,280
Bundesliga,Werder Bremen vs Borussia Dortmund,h2h,Werder Bremen,Bally Bet,250
Bundesliga,Werder Bremen vs Borussia Dortmund,h2h,Werder Bremen,BetMGM,250
Bundesliga,Werder Bremen vs Borussia Dortmund,h2h,Werder Bremen,DraftKings,230
Bundesliga,Werder Bremen vs Borussia Dortmund,h2h,Werder Bremen,FanDuel,240
Bundesliga,Werder Bremen vs Borussia Dortmund,h2h,Werder Bremen,theScore Bet,235
Bundesliga,Werder Bremen vs Borussia Dortmund,totals_3.5,Over,Bally Bet,-105
Bundesliga,Werder Bremen vs Borussia Dortmund,totals_3.5,Over,BetMGM,-105
Bundesliga,Werder Bremen vs Borussia Dortmund,totals_3.5,Under,Bally Bet,-130
Bundesliga,Werder Bremen vs Borussia Dortmund,totals_3.5,Under,BetMGM,-135
EPL,Arsenal vs Burnley,h2h,Arsenal,Bally Bet,-1115
EPL,Arsenal vs Burnley,h2h,Arsenal,BetMGM,-750
EPL,Arsenal vs Burnley,h2h,Arsenal,DraftKings,-1000
EPL,Arsenal vs Burnley,h2h,Arsenal,FanDuel,-1250
EPL,Arsenal vs Burnley,h2h,Arsenal,theScore Bet,-1000
EPL,Arsenal vs Burnley,h2h,Burnley,Bally Bet,2400
EPL,Arsenal vs Burnley,h2h,Burnley,BetMGM,1750
EPL,Arsenal vs Burnley,h2h,Burnley,DraftKings,1900
EPL,Arsenal vs Burnley,h2h,Burnley,FanDuel,1800
EPL,Arsenal vs Burnley,h2h,Burnley,theScore Bet,1600
EPL,Arsenal vs Burnley,h2h,Draw,Bally Bet,1000
EPL,Arsenal vs Burnley,h2h,Draw,BetMGM,875
EPL,Arsenal vs Burnley,h2h,Draw,DraftKings,950
EPL,Arsenal vs Burnley,h2h,Draw,FanDuel,900
EPL,Arsenal vs Burnley,h2h,Draw,theScore Bet,850
EPL,Arsenal vs Burnley,totals_3.5,Over,Bally Bet,-117
EPL,Arsenal vs Burnley,totals_3.5,Over,BetMGM,-118
EPL,Arsenal vs Burnley,totals_3.5,Under,Bally Bet,-109
EPL,Arsenal vs Burnley,totals_3.5,Under,BetMGM,-118
EPL,Aston Villa vs Liverpool,h2h,Aston Villa,Bally Bet,180
EPL,Aston Villa vs Liverpool,h2h,Aston Villa,BetMGM,195
EPL,Aston Villa vs Liverpool,h2h,Aston Villa,DraftKings,195
EPL,Aston Villa vs Liverpool,h2h,Aston Villa,FanDuel,200
EPL,Aston Villa vs Liverpool,h2h,Aston Villa,theScore Bet,190
EPL,Aston Villa vs Liverpool,h2h,Draw,Bally Bet,295
EPL,Aston Villa vs Liverpool,h2h,Draw,BetMGM,275
EPL,Aston Villa vs Liverpool,h2h,Draw,DraftKings,275
EPL,Aston Villa vs Liverpool,h2h,Draw,FanDuel,270
EPL,Aston Villa vs Liverpool,h2h,Draw,theScore Bet,280
EPL,Aston Villa vs Liverpool,h2h,Liverpool,Bally Bet,125
EPL,Aston Villa vs Liverpool,h2h,Liverpool,BetMGM,120
